,club_name,club_link,club_id,league,season,club_age,club_tmv
405,SpVgg Greuther Fürth,https://www.transfermarkt.com/spvgg-greuther-furth/startseite/verein/65/saison_id/2021,65,Bundesliga,2021,24.6,36950000
406,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2015,506,Serie A,2015,25.5,440000000
407,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2015,12,Serie A,2015,24.7,332900000
408,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2015,6195,Serie A,2015,25.9,321930000
409,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2015,46,Serie A,2015,25.2,294280000
410,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2015,5,Serie A,2015,25.5,213830000
411,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2015,430,Serie A,2015,26.1,190530000
412,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2015,398,Serie A,2015,25.7,175300000
413,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2015,1038,Serie A,2015,26.0,126530000
414,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2015,252,Serie A,2015,24.2,117550000
415,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2015,6574,Serie A,2015,24.7,97000000
416,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2015,410,Serie A,2015,26.3,93000000
417,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2015,416,Serie A,2015,25.7,89830000
418,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2015,800,Serie A,2015,26.8,78450000
419,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2015,1025,Serie A,2015,25.7,75230000
420,Empoli FC,https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2015,749,Serie A,2015,24.1,74600000
421,US Palermo,https://www.transfermarkt.com/palermo-fc/startseite/verein/458/saison_id/2015,458,Serie A,2015,24.5,68680000
422,Carpi FC 1909,https://www.transfermarkt.com/carpi-fc-1909/startseite/verein/4102/saison_id/2015,4102,Serie A,2015,25.9,52050000
423,Chievo Verona,https://www.transfermarkt.com/chievo-verona/startseite/verein/862/saison_id/2015,862,Serie A,2015,27.5,49780000
424,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2015,276,Serie A,2015,25.9,47730000
425,Frosinone Calcio,https://www.transfermarkt.com/frosinone-calcio/startseite/verein/8970/saison_id/2015,8970,Serie A,2015,26.2,38300000
426,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2016,506,Serie A,2016,26.2,497180000
427,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2016,6195,Serie A,2016,25.7,387300000
428,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2016,12,Serie A,2016,23.7,354680000
429,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2016,46,Serie A,2016,25.4,328300000
430,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2016,5,Serie A,2016,24.9,254330000
431,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2016,398,Serie A,2016,23.7,226450000
432,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2016,430,Serie A,2016,24.1,217080000
433,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2016,416,Serie A,2016,24.3,162350000
434,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2016,800,Serie A,2016,25.5,161700000
435,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2016,6574,Serie A,2016,24.5,145250000
436,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2016,1038,Serie A,2016,24.7,117580000
437,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2016,252,Serie A,2016,25.8,108180000
438,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2016,410,Serie A,2016,24.5,101950000
439,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2016,1025,Serie A,2016,24.7,95000000
440,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2016,1390,Serie A,2016,24.7,61080000
441,Empoli FC,https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2016,749,Serie A,2016,24.5,55450000
442,Delfino Pescara 1936,https://www.transfermarkt.com/delfino-pescara-1936/startseite/verein/2921/saison_id/2016,2921,Serie A,2016,24.7,48100000
443,Chievo Verona,https://www.transfermarkt.com/chievo-verona/startseite/verein/862/saison_id/2016,862,Serie A,2016,26.3,45880000
444,US Palermo,https://www.transfermarkt.com/palermo-fc/startseite/verein/458/saison_id/2016,458,Serie A,2016,24.4,41100000
445,FC Crotone,https://www.transfermarkt.com/fc-crotone/startseite/verein/4083/saison_id/2016,4083,Serie A,2016,25.0,36700000
446,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2017,506,Serie A,2017,26.6,653150000
447,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2017,6195,Serie A,2017,25.2,504250000
448,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2017,46,Serie A,2017,25.9,487280000
449,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2017,12,Serie A,2017,23.7,469100000
450,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2017,398,Serie A,2017,24.8,408780000
451,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2017,5,Serie A,2017,24.5,407050000
452,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2017,430,Serie A,2017,23.8,237330000
453,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2017,800,Serie A,2017,23.6,207950000
454,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2017,1038,Serie A,2017,24.6,190450000
455,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2017,416,Serie A,2017,23.8,175530000
456,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2017,252,Serie A,2017,26.0,135130000
457,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2017,6574,Serie A,2017,25.0,126780000
458,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2017,410,Serie A,2017,24.0,108030000
459,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2017,1025,Serie A,2017,25.3,103550000
460,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2017,1390,Serie A,2017,25.4,98580000
461,SPAL 2013,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2017,2722,Serie A,2017,25.4,63550000
462,Benevento Calcio,https://www.transfermarkt.com/benevento-calcio/startseite/verein/4171/saison_id/2017,4171,Serie A,2017,25.1,57830000
463,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2017,276,Serie A,2017,25.5,56500000
464,Chievo Verona,https://www.transfermarkt.com/chievo-verona/startseite/verein/862/saison_id/2017,862,Serie A,2017,27.4,55230000
465,FC Crotone,https://www.transfermarkt.com/fc-crotone/startseite/verein/4083/saison_id/2017,4083,Serie A,2017,24.1,47880000
466,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2018,506,Serie A,2018,25.0,871050000
467,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2018,6195,Serie A,2018,24.3,646800000
468,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2018,46,Serie A,2018,24.0,617930000
469,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2018,5,Serie A,2018,24.4,578480000
470,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2018,12,Serie A,2018,23.7,459050000
471,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2018,800,Serie A,2018,22.7,367680000
472,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2018,430,Serie A,2018,22.9,315330000
473,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2018,398,Serie A,2018,24.4,291150000
474,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2018,6574,Serie A,2018,23.8,242050000
475,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2018,416,Serie A,2018,23.7,239230000
476,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2018,1038,Serie A,2018,23.5,216750000
477,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2018,410,Serie A,2018,24.7,201200000
478,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2018,252,Serie A,2018,23.8,191730000
479,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2018,1390,Serie A,2018,25.9,155380000
480,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2018,1025,Serie A,2018,25.0,119680000
481,Empoli FC,https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2018,749,Serie A,2018,24.1,105600000
482,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2018,2722,Serie A,2018,25.3,97400000
483,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2018,130,Serie A,2018,25.6,95750000
484,Chievo Verona,https://www.transfermarkt.com/chievo-verona/startseite/verein/862/saison_id/2018,862,Serie A,2018,24.7,54700000
485,Frosinone Calcio,https://www.transfermarkt.com/frosinone-calcio/startseite/verein/8970/saison_id/2018,8970,Serie A,2018,25.8,54530000
486,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2019,506,Serie A,2019,26.8,661880000
487,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2019,46,Serie A,2019,26.7,606050000
488,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2019,6195,Serie A,2019,26.7,548280000
489,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2019,5,Serie A,2019,25.2,404330000
490,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,12,Serie A,2019,25.6,392730000
491,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,398,Serie A,2019,26.1,303880000
492,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2019,430,Serie A,2019,24.7,302230000
493,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,800,Serie A,2019,24.9,291430000
494,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,6574,Serie A,2019,24.3,167980000
495,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2019,1390,Serie A,2019,25.8,167830000
496,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2019,416,Serie A,2019,24.7,163550000
497,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2019,252,Serie A,2019,26.2,142380000
498,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2019,1038,Serie A,2019,25.1,135280000
499,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2019,1025,Serie A,2019,24.5,129650000
500,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2019,130,Serie A,2019,26.1,128750000
501,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2019,410,Serie A,2019,24.9,121080000
502,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2019,276,Serie A,2019,25.0,112530000
503,Brescia Calcio,https://www.transfermarkt.com/brescia-calcio/startseite/verein/19/saison_id/2019,19,Serie A,2019,25.9,83230000
504,SPAL,https://www.transfermarkt.com/spal/startseite/verein/2722/saison_id/2019,2722,Serie A,2019,25.6,73630000
505,US Lecce,https://www.transfermarkt.com/us-lecce/startseite/verein/1005/saison_id/2019,1005,Serie A,2019,25.0,52330000
506,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2020,46,Serie A,2020,25.2,663900000
507,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2020,506,Serie A,2020,24.7,633300000
508,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2020,5,Serie A,2020,23.9,547780000
509,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2020,6195,Serie A,2020,26.0,530200000
510,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2020,800,Serie A,2020,25.0,430000000
511,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2020,12,Serie A,2020,24.6,395650000
512,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2020,398,Serie A,2020,25.6,326330000
513,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2020,430,Serie A,2020,25.7,286800000
514,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2020,6574,Serie A,2020,24.9,241740000
515,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2020,1390,Serie A,2020,25.4,187830000
516,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2020,416,Serie A,2020,25.4,175280000
517,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2020,410,Serie A,2020,25.8,173000000
518,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2020,276,Serie A,2020,24.2,157210000
519,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2020,1025,Serie A,2020,24.1,153600000
520,Parma Calcio 1913,https://www.transfermarkt.com/parma-calcio-1913/startseite/verein/130/saison_id/2020,130,Serie A,2020,25.1,128700000
521,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2020,1038,Serie A,2020,26.4,127180000
522,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2020,252,Serie A,2020,26.5,111930000
523,Spezia Calcio,https://www.transfermarkt.com/spezia-calcio/startseite/verein/3522/saison_id/2020,3522,Serie A,2020,25.7,71680000
524,FC Crotone,https://www.transfermarkt.com/fc-crotone/startseite/verein/4083/saison_id/2020,4083,Serie A,2020,26.0,52750000
525,Benevento Calcio,https://www.transfermarkt.com/benevento-calcio/startseite/verein/4171/saison_id/2020,4171,Serie A,2020,27.4,50130000
526,Juventus FC,https://www.transfermarkt.com/juventus-turin/startseite/verein/506/saison_id/2021,506,Serie A,2021,25.0,642500000
527,Inter Milan,https://www.transfermarkt.com/inter-mailand/startseite/verein/46/saison_id/2021,46,Serie A,2021,27.2,558550000
528,AC Milan,https://www.transfermarkt.com/ac-mailand/startseite/verein/5/saison_id/2021,5,Serie A,2021,25.3,546950000
529,SSC Napoli,https://www.transfermarkt.com/ssc-neapel/startseite/verein/6195/saison_id/2021,6195,Serie A,2021,25.3,477230000
530,Atalanta BC,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2021,800,Serie A,2021,24.5,398750000
531,AS Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2021,12,Serie A,2021,23.8,381250000
532,ACF Fiorentina,https://www.transfermarkt.com/ac-florenz/startseite/verein/430/saison_id/2021,430,Serie A,2021,25.4,325800000
533,SS Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2021,398,Serie A,2021,27.2,264480000
534,US Sassuolo,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2021,6574,Serie A,2021,25.0,251000000
535,Torino FC,https://www.transfermarkt.com/fc-turin/startseite/verein/416/saison_id/2021,416,Serie A,2021,24.8,223400000
536,Bologna FC 1909,https://www.transfermarkt.com/fc-bologna/startseite/verein/1025/saison_id/2021,1025,Serie A,2021,23.7,186200000
537,Hellas Verona,https://www.transfermarkt.com/hellas-verona/startseite/verein/276/saison_id/2021,276,Serie A,2021,24.7,162980000
538,Udinese Calcio,https://www.transfermarkt.com/udinese-calcio/startseite/verein/410/saison_id/2021,410,Serie A,2021,25.0,142300000
539,Cagliari Calcio,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390/saison_id/2021,1390,Serie A,2021,25.0,134530000
540,UC Sampdoria,https://www.transfermarkt.com/sampdoria-genua/startseite/verein/1038/saison_id/2021,1038,Serie A,2021,26.2,128550000
541,FC Empoli,https://www.transfermarkt.com/fc-empoli/startseite/verein/749/saison_id/2021,749,Serie A,2021,24.5,126500000
542,Genoa CFC,https://www.transfermarkt.com/genua-cfc/startseite/verein/252/saison_id/2021,252,Serie A,2021,26.1,121280000
543,Venezia FC,https://www.transfermarkt.com/venezia-fc/startseite/verein/607/saison_id/2021,607,Serie A,2021,24.7,80980000
544,Spezia Calcio,https://www.transfermarkt.com/spezia-calcio/startseite/verein/3522/saison_id/2021,3522,Serie A,2021,23.6,78500000
545,US Salernitana 1919,https://www.transfermarkt.com/us-salernitana-1919/startseite/verein/380/saison_id/2021,380,Serie A,2021,25.9,70560000
546,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2015,583,Ligue 1,2015,24.9,436300000
547,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2015,162,Ligue 1,2015,23.3,227400000
548,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2015,1041,Ligue 1,2015,25.0,166300000
549,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2015,244,Ligue 1,2015,23.9,129500000
550,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2015,618,Ligue 1,2015,25.1,97200000
551,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2015,273,Ligue 1,2015,24.6,94150000
552,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2015,40,Ligue 1,2015,23.5,90700000
553,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2015,417,Ligue 1,2015,23.4,70950000
554,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2015,1082,Ligue 1,2015,25.5,70800000
555,FC Lorient,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2015,1158,Ligue 1,2015,24.7,58050000
556,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2015,969,Ligue 1,2015,25.9,44400000
557,Stade Reims,https://www.transfermarkt.com/stade-reims/startseite/verein/1421/saison_id/2015,1421,Ligue 1,2015,25.7,42950000
558,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2015,415,Ligue 1,2015,24.1,42900000
559,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2015,995,Ligue 1,2015,24.8,39300000
560,SM Caen,https://www.transfermarkt.com/sm-caen/startseite/verein/1162/saison_id/2015,1162,Ligue 1,2015,25.6,36800000
561,EA Guingamp,https://www.transfermarkt.com/ea-guingamp/startseite/verein/855/saison_id/2015,855,Ligue 1,2015,26.8,33500000
562,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2015,1420,Ligue 1,2015,27.3,32350000
563,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2015,1095,Ligue 1,2015,26.3,30700000
564,SC Bastia,https://www.transfermarkt.com/sc-bastia/startseite/verein/595/saison_id/2015,595,Ligue 1,2015,25.8,24250000
565,GFC Ajaccio,https://www.transfermarkt.com/gfc-ajaccio/startseite/verein/3558/saison_id/2015,3558,Ligue 1,2015,25.8,18400000
566,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2016,583,Ligue 1,2016,24.5,519000000
567,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2016,162,Ligue 1,2016,23.2,309550000
568,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2016,1041,Ligue 1,2016,23.6,211350000
569,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2016,417,Ligue 1,2016,23.5,132800000
570,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2016,244,Ligue 1,2016,25.7,119650000
571,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2016,40,Ligue 1,2016,24.6,88900000
572,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2016,618,Ligue 1,2016,24.0,85030000
573,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2016,1082,Ligue 1,2016,24.6,83900000
574,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2016,273,Ligue 1,2016,25.0,80900000
575,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2016,415,Ligue 1,2016,23.9,77300000
576,FC Lorient,https://www.transfermarkt.com/fc-lorient/startseite/verein/1158/saison_id/2016,1158,Ligue 1,2016,25.1,61100000
577,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2016,969,Ligue 1,2016,25.6,60950000
578,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2016,995,Ligue 1,2016,24.4,50900000
579,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2016,1420,Ligue 1,2016,26.3,46080000
580,EA Guingamp,https://www.transfermarkt.com/ea-guingamp/startseite/verein/855/saison_id/2016,855,Ligue 1,2016,26.2,42500000
581,FC Metz,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2016,347,Ligue 1,2016,24.5,37550000
582,SM Caen,https://www.transfermarkt.com/sm-caen/startseite/verein/1162/saison_id/2016,1162,Ligue 1,2016,26.1,36650000
583,SC Bastia,https://www.transfermarkt.com/sc-bastia/startseite/verein/595/saison_id/2016,595,Ligue 1,2016,25.1,36450000
584,AS Nancy-Lorraine,https://www.transfermarkt.com/as-nancy-lorraine/startseite/verein/1159/saison_id/2016,1159,Ligue 1,2016,26.1,33100000
585,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2016,2969,Ligue 1,2016,26.3,31200000
586,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2017,583,Ligue 1,2017,25.0,900100000
587,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2017,162,Ligue 1,2017,23.5,529800000
588,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2017,1041,Ligue 1,2017,23.1,363800000
589,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2017,244,Ligue 1,2017,26.8,236800000
590,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2017,417,Ligue 1,2017,23.6,204100000
591,FC Girondins Bordeaux,https://www.transfermarkt.com/fc-girondins-bordeaux/startseite/verein/40/saison_id/2017,40,Ligue 1,2017,24.1,155450000
592,Stade Rennais FC,https://www.transfermarkt.com/fc-stade-rennes/startseite/verein/273/saison_id/2017,273,Ligue 1,2017,24.3,131250000
593,FC Toulouse,https://www.transfermarkt.com/fc-toulouse/startseite/verein/415/saison_id/2017,415,Ligue 1,2017,24.5,110450000
594,AS Saint-Étienne,https://www.transfermarkt.com/as-saint-etienne/startseite/verein/618/saison_id/2017,618,Ligue 1,2017,24.8,106880000
595,FC Nantes,https://www.transfermarkt.com/fc-nantes/startseite/verein/995/saison_id/2017,995,Ligue 1,2017,24.6,105700000
596,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2017,1082,Ligue 1,2017,22.0,96750000
597,Montpellier HSC,https://www.transfermarkt.com/montpellier-hsc/startseite/verein/969/saison_id/2017,969,Ligue 1,2017,25.4,71850000
598,Dijon FCO,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969/saison_id/2017,2969,Ligue 1,2017,25.6,70300000
599,Amiens SC,https://www.transfermarkt.com/amiens-sc/startseite/verein/1416/saison_id/2017,1416,Ligue 1,2017,27.3,69850000
600,Angers SCO,https://www.transfermarkt.com/sco-angers/startseite/verein/1420/saison_id/2017,1420,Ligue 1,2017,26.1,69550000
601,SM Caen,https://www.transfermarkt.com/sm-caen/startseite/verein/1162/saison_id/2017,1162,Ligue 1,2017,25.8,60100000
602,EA Guingamp,https://www.transfermarkt.com/ea-guingamp/startseite/verein/855/saison_id/2017,855,Ligue 1,2017,26.7,51900000
603,FC Metz,https://www.transfermarkt.com/fc-metz/startseite/verein/347/saison_id/2017,347,Ligue 1,2017,24.7,51200000
604,RC Strasbourg Alsace,https://www.transfermarkt.com/rc-strassburg-alsace/startseite/verein/667/saison_id/2017,667,Ligue 1,2017,26.3,45600000
605,ESTAC Troyes,https://www.transfermarkt.com/es-troyes-ac/startseite/verein/1095/saison_id/2017,1095,Ligue 1,2017,26.0,45050000
606,Paris Saint-Germain,https://www.transfermarkt.com/fc-paris-saint-germain/startseite/verein/583/saison_id/2018,583,Ligue 1,2018,24.9,1010000000
607,Olympique Lyon,https://www.transfermarkt.com/olympique-lyon/startseite/verein/1041/saison_id/2018,1041,Ligue 1,2018,23.7,467950000
608,AS Monaco,https://www.transfermarkt.com/as-monaco/startseite/verein/162/saison_id/2018,162,Ligue 1,2018,23.4,385830000
609,LOSC Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082/saison_id/2018,1082,Ligue 1,2018,23.7,267550000
610,Olympique Marseille,https://www.transfermarkt.com/olympique-marseille/startseite/verein/244/saison_id/2018,244,Ligue 1,2018,26.1,258350000
611,OGC Nice,https://www.transfermarkt.com/ogc-nizza/startseite/verein/417/saison_id/2018,417,Ligue 1,2018,22.7,183200000
