Unnamed: 0,player_id,player_name,birthdate,height,main_position,national_team,foot
1683.0,258889.0,dominic-solanke,1997-09-14,186.0,Centre-Forward,England,right
1684.0,148368.0,divock-origi,1995-04-18,189.0,Centre-Forward,Belgium,right
1685.0,134294.0,danny-ings,1992-07-23,177.0,Centre-Forward,England,right
1686.0,30690.0,sergio-romero,1987-02-22,192.0,Goalkeeper,Argentina,right
1687.0,59377.0,david-de-gea,1990-11-07,189.0,Goalkeeper,Spain,right
1688.0,110864.0,sam-johnstone,1993-03-25,193.0,Goalkeeper,England,right
1689.0,184573.0,victor-lindelof,1994-07-17,187.0,Centre-Back,Sweden,right
1690.0,192611.0,joel-pereira,1996-06-28,189.0,Goalkeeper,Portugal U21,right
1691.0,286384.0,eric-bailly,1994-04-12,187.0,Centre-Back,Ivory Coast,right
1692.0,93176.0,marcos-rojo,1990-03-20,186.0,Centre-Back,Argentina,left
1693.0,117996.0,phil-jones,1992-02-21,185.0,Centre-Back,England,right
1694.0,342046.0,axel-tuanzebe,1997-11-14,185.0,Centre-Back,England U21,right
1695.0,12282.0,daley-blind,1990-03-09,180.0,Left-Back,Netherlands,left
1696.0,103427.0,chris-smalling,1989-11-22,194.0,Centre-Back,England,right
1697.0,183288.0,luke-shaw,1995-07-12,178.0,Left-Back,England,left
1698.0,258879.0,cameron-borthwick-jackson,1997-02-02,189.0,Left-Back,England U20,left
1699.0,54906.0,matteo-darmian,1989-12-02,183.0,Right-Back,Italy,right
1700.0,315131.0,timothy-fosu-mensah,1998-01-02,185.0,Right-Back,Netherlands,right
1701.0,14086.0,ashley-young,1985-07-09,175.0,Right-Back,England,both
1702.0,33544.0,antonio-valencia,1985-08-04,180.0,Right-Back,Ecuador,right
1703.0,74683.0,nemanja-matic,1988-08-01,194.0,Defensive Midfield,Serbia,left
1704.0,3878.0,michael-carrick,1981-07-28,189.0,Defensive Midfield,England,right
1705.0,315969.0,scott-mctominay,1996-12-08,191.0,Defensive Midfield,Scotland,right
1706.0,122153.0,paul-pogba,1993-03-15,191.0,Central Midfield,France,both
1707.0,39679.0,marouane-fellaini,1987-11-22,194.0,Central Midfield,Belgium,right
1708.0,99343.0,ander-herrera,1989-08-14,182.0,Central Midfield,Spain,right
1709.0,396286.0,ethan-hamilton,1998-10-18,187.0,Central Midfield,Scotland U19,left
1710.0,55735.0,henrikh-mkhitaryan,1989-01-21,177.0,Attacking Midfield,Armenia,both
1711.0,44068.0,juan-mata,1988-04-28,170.0,Attacking Midfield,Spain,left
1712.0,141660.0,jesse-lingard,1992-12-15,174.0,Attacking Midfield,England,right
1713.0,392770.0,angel-gomes,2000-08-31,168.0,Attacking Midfield,England U21,right
1714.0,258923.0,marcus-rashford,1997-10-31,185.0,Left Winger,England,right
1715.0,96341.0,romelu-lukaku,1993-05-13,191.0,Centre-Forward,Belgium,left
1716.0,3332.0,wayne-rooney,1985-10-24,176.0,Centre-Forward,England,right
1717.0,40433.0,alexis-sanchez,1988-12-19,169.0,Centre-Forward,Chile,right
1718.0,182877.0,anthony-martial,1995-12-05,181.0,Centre-Forward,France,right
1719.0,3455.0,zlatan-ibrahimovi%C4%87,1981-10-03,195.0,Centre-Forward,Sweden,right
1720.0,214104.0,james-wilson,1995-12-01,183.0,Centre-Forward,England U21,left
1721.0,26276.0,michel-vorm,1983-10-20,183.0,Goalkeeper,Netherlands,right
1722.0,17965.0,hugo-lloris,1986-12-26,188.0,Goalkeeper,France,left
1723.0,195488.0,paulo-gazzaniga,1992-01-02,195.0,Goalkeeper,Argentina,right
1724.0,282823.0,alfie-whiteman,1998-10-02,188.0,Goalkeeper,England U19,right
1725.0,42710.0,toby-alderweireld,1989-03-02,187.0,Centre-Back,Belgium,right
1726.0,341429.0,davinson-sanchez,1996-06-12,187.0,Centre-Back,Colombia,right
1727.0,175722.0,eric-dier,1994-01-15,188.0,Centre-Back,England,right
1728.0,43250.0,jan-vertonghen,1987-04-24,189.0,Centre-Back,Belgium,left
1729.0,341049.0,cameron-carter-vickers,1997-12-31,183.0,Centre-Back,USA,right
1730.0,122675.0,kevin-wimmer,1992-11-15,187.0,Centre-Back,Austria,left
1731.0,50174.0,danny-rose,1990-07-02,173.0,Left-Back,England,left
1732.0,192765.0,ben-davies,1993-04-24,181.0,Left-Back,Wales,left
1733.0,95810.0,kieran-trippier,1990-09-19,173.0,Right-Back,England,right
1734.0,480763.0,juan-foyth,1998-01-12,187.0,Right-Back,Argentina,right
1735.0,341051.0,kyle-walker-peters,1997-04-13,173.0,Right-Back,England,right
1736.0,127032.0,serge-aurier,1992-12-24,176.0,Right-Back,Ivory Coast,right
1737.0,69633.0,christian-eriksen,1992-02-14,182.0,Central Midfield,Denmark,right
1738.0,249126.0,harry-winks,1996-02-02,178.0,Defensive Midfield,England,right
1739.0,77760.0,victor-wanyama,1991-06-25,184.0,Defensive Midfield,Kenya,right
1740.0,258912.0,luke-amos,1997-02-23,179.0,Defensive Midfield,England U18,right
1741.0,19368.0,mousa-dembele,1987-07-16,185.0,Central Midfield,Belgium,left
1742.0,243589.0,josh-onomah,1997-04-27,185.0,Central Midfield,England U21,right
1743.0,207929.0,dele-alli,1996-04-11,188.0,Attacking Midfield,England,right
1744.0,46001.0,moussa-sissoko,1989-08-16,187.0,Central Midfield,France,right
1745.0,406637.0,tashan-oakley-boothe,2000-02-14,182.0,Central Midfield,England U18,right
1746.0,91845.0,heung-min-son,1992-07-08,184.0,Left Winger,South Korea,both
1747.0,77100.0,lucas-moura,1992-08-13,172.0,Right Winger,Brazil,right
1748.0,215679.0,georges-kevin-nkoudou,1995-02-13,172.0,Left Winger,Cameroon,right
1749.0,320913.0,anthony-georgiou,1997-02-24,179.0,Left Winger,Cyprus,left
1750.0,111630.0,erik-lamela,1992-03-04,184.0,Right Winger,Argentina,left
1751.0,132098.0,harry-kane,1993-07-28,188.0,Centre-Forward,England,right
1752.0,207015.0,vincent-janssen,1994-06-15,185.0,Centre-Forward,Netherlands,left
1753.0,35564.0,fernando-llorente,1985-02-26,195.0,Centre-Forward,Spain,right
1754.0,357397.0,kazaiah-sterling,1998-11-09,175.0,Centre-Forward,England U18,right
1755.0,73396.0,david-ospina,1988-08-31,183.0,Goalkeeper,Colombia,right
1756.0,5658.0,petr-cech,1982-05-20,196.0,Goalkeeper,Czechia,left
1757.0,220491.0,matt-macey,1994-09-09,201.0,Goalkeeper,,right
1758.0,205757.0,dejan-iliev,1995-02-25,195.0,Goalkeeper,North Macedonia,right
1759.0,88590.0,shkodran-mustafi,1992-04-17,184.0,Centre-Back,Germany,right
1760.0,76277.0,laurent-koscielny,1985-09-10,186.0,Centre-Back,France,right
1761.0,215118.0,calum-chambers,1995-01-20,182.0,Centre-Back,England,right
1762.0,253341.0,rob-holding,1995-09-20,189.0,Centre-Back,England U21,right
1763.0,415912.0,konstantinos-mavropanos,1997-12-11,194.0,Centre-Back,Greece,right
1764.0,27306.0,mathieu-debuchy,1985-07-28,177.0,Centre-Back,France,right
1765.0,94005.0,sead-kolasinac,1993-06-20,183.0,Left-Back,Bosnia,left
1766.0,43003.0,nacho-monreal,1986-02-26,179.0,Left-Back,Spain,left
1767.0,480191.0,cohen-bramall,1996-04-02,178.0,Left-Back,,left
1768.0,6710.0,per-mertesacker,1984-09-29,200.0,Centre-Back,Germany,right
1769.0,191217.0,hector-bellerin,1995-03-19,178.0,Right-Back,Spain,right
1770.0,126321.0,carl-jenkinson,1992-02-08,185.0,Right-Back,England,right
1771.0,287247.0,krystian-bielik,1998-01-04,189.0,Defensive Midfield,Poland,right
1772.0,397099.0,jordi-osei-tutu,1998-10-02,176.0,Right-Back,,right
1773.0,74869.0,francis-coquelin,1991-05-13,177.0,Defensive Midfield,France U21,right
1774.0,160438.0,mohamed-elneny,1992-07-11,179.0,Defensive Midfield,Egypt,right
1775.0,340320.0,marcus-mcguane,1999-02-02,178.0,Defensive Midfield,England U19,right
1776.0,314384.0,ben-sheaf,1998-02-05,185.0,Defensive Midfield,England U18,right
1777.0,293726.0,charlie-gilmour,1999-02-11,187.0,Defensive Midfield,Scotland U19,right
1778.0,50057.0,aaron-ramsey,1990-12-26,178.0,Central Midfield,Wales,right
1779.0,143424.0,alex-oxlade-chamberlain,1993-08-15,175.0,Central Midfield,England,right
1780.0,111455.0,granit-xhaka,1992-09-27,186.0,Central Midfield,Switzerland,left
1781.0,15799.0,santi-cazorla,1984-12-13,168.0,Central Midfield,Spain,both
1782.0,74223.0,jack-wilshere,1992-01-01,172.0,Central Midfield,England,left
1783.0,319213.0,vlad-dragomir,1999-04-24,178.0,Central Midfield,Romania U21,left
1784.0,340321.0,josh-dasilva,1998-10-23,184.0,Central Midfield,England U21,left
1785.0,340329.0,joe-willock,1999-08-20,186.0,Central Midfield,England U21,right
1786.0,285845.0,ainsley-maitland-niles,1997-08-29,180.0,Right Midfield,England,right
1787.0,35664.0,mesut-ozil,1988-10-15,180.0,Attacking Midfield,Germany,left
1788.0,242631.0,alex-iwobi,1996-05-03,183.0,Attacking Midfield,Nigeria,right
1789.0,55735.0,henrikh-mkhitaryan,1989-01-21,177.0,Attacking Midfield,Armenia,both
1790.0,326300.0,jeff-reine-adelaide,1998-01-17,184.0,Attacking Midfield,France U21,right
1791.0,33713.0,theo-walcott,1989-03-16,175.0,Right Winger,England,both
1792.0,340325.0,reiss-nelson,1999-12-10,175.0,Right Winger,England U21,right
1793.0,58864.0,pierre-emerick-aubameyang,1989-06-18,186.0,Centre-Forward,Gabon,right
1794.0,93720.0,alexandre-lacazette,1991-05-28,175.0,Centre-Forward,France,right
1795.0,40433.0,alexis-sanchez,1988-12-19,169.0,Centre-Forward,Chile,right
1796.0,82442.0,olivier-giroud,1986-09-30,192.0,Centre-Forward,France,left
1797.0,67063.0,danny-welbeck,1990-11-26,185.0,Centre-Forward,England,right
1798.0,340324.0,eddie-nketiah,1999-05-30,175.0,Centre-Forward,England U21,right
1799.0,197642.0,chuba-akpom,1995-10-09,186.0,Centre-Forward,England U21,right
1800.0,101118.0,joel-robles,1990-06-17,197.0,Goalkeeper,Spain U23,right
1801.0,130164.0,jordan-pickford,1994-03-07,185.0,Goalkeeper,England,left
1802.0,118534.0,michael-keane,1993-01-11,188.0,Centre-Back,England,right
1803.0,4311.0,maarten-stekelenburg,1982-09-22,197.0,Goalkeeper,Netherlands,right
1804.0,318547.0,mateusz-hewelt,1996-09-23,191.0,Goalkeeper,,right
1805.0,90681.0,eliaquim-mangala,1991-02-13,187.0,Centre-Back,France,left
1806.0,11111.0,ramiro-funes-mori,1991-03-05,187.0,Centre-Back,Argentina,left
1807.0,348623.0,mason-holgate,1996-10-22,187.0,Centre-Back,England U21,right
1808.0,67355.0,ashley-williams,1984-08-23,183.0,Centre-Back,Wales,right
1809.0,91251.0,cuco-martina,1989-09-25,185.0,Centre-Back,Curaçao,right
1810.0,13520.0,phil-jagielka,1982-08-17,180.0,Centre-Back,England,right
1811.0,156934.0,tyias-browning,1994-05-27,187.0,Centre-Back,China,right
1812.0,220755.0,matthew-pennington,1994-10-06,185.0,Centre-Back,England U19,right
1813.0,208244.0,brendan-galloway,1996-03-17,186.0,Left-Back,Zimbabwe,left
1814.0,13507.0,leighton-baines,1984-12-11,170.0,Left-Back,England,left
1815.0,399373.0,morgan-feeney,1999-02-08,190.0,Centre-Back,England U20,right
1816.0,504508.0,michael-collins,2000-09-22,,Centre-Back,, 
1817.0,110860.0,luke-garbutt,1993-05-21,180.0,Left-Back,England U21,left
1818.0,68390.0,seamus-coleman,1988-10-11,177.0,Right-Back,Ireland,right
1819.0,93905.0,muhamed-besic,1992-09-10,180.0,Defensive Midfield,Bosnia,right
1820.0,258883.0,jonjoe-kenny,1997-03-15,176.0,Right-Back,England U21,right
1821.0,56818.0,morgan-schneiderlin,1989-11-08,186.0,Defensive Midfield,France,right
1822.0,3291.0,gareth-barry,1981-02-23,184.0,Defensive Midfield,England,left
1823.0,465950.0,alex-denny,2000-04-12,186.0,Defensive Midfield,England U18, 
1824.0,314210.0,tom-davies,1998-06-30,180.0,Central Midfield,England U21,right
1825.0,45333.0,james-mccarthy,1990-11-12,180.0,Central Midfield,Ireland,right
1826.0,126665.0,idrissa-gueye,1989-09-26,174.0,Central Midfield,Senegal,right
1827.0,399369.0,beni-baningime,1998-09-09,178.0,Central Midfield,,right
1828.0,90466.0,gylfi-sigurdsson,1989-09-08,186.0,Attacking Midfield,Iceland,right
1829.0,264191.0,harry-charsley,1996-11-01,178.0,Central Midfield,Ireland U21,right
1830.0,293200.0,nikola-vlasic,1997-10-04,178.0,Attacking Midfield,Croatia,right
1831.0,503731.0,stephen-duke-mckenna,2000-08-17,170.0,Right Midfield,Guyana,right
1832.0,182932.0,davy-klaassen,1993-02-21,179.0,Attacking Midfield,Netherlands,right
1833.0,33639.0,kevin-mirallas,1987-10-05,182.0,Attacking Midfield,Belgium,right
1834.0,75471.0,yannick-bolasie,1989-05-24,185.0,Left Winger,DR Congo,right
1835.0,503733.0,anthony-gordon,2001-02-24,182.0,Left Winger,England U21,right
1836.0,33713.0,theo-walcott,1989-03-16,175.0,Right Winger,England,both
1837.0,184381.0,shani-tarashaj,1995-02-07,176.0,Second Striker,Switzerland,right
1838.0,14221.0,aaron-lennon,1987-04-16,165.0,Right Winger,England,right
1839.0,406040.0,ademola-lookman,1997-10-20,174.0,Second Striker,Nigeria,right
1840.0,45671.0,cenk-tosun,1991-06-07,183.0,Centre-Forward,Turkey,right
1841.0,306024.0,dominic-calvert-lewin,1997-03-16,189.0,Centre-Forward,England,right
1842.0,3332.0,wayne-rooney,1985-10-24,176.0,Centre-Forward,England,right
1843.0,209781.0,oumar-niasse,1990-04-18,182.0,Centre-Forward,Senegal,right
1844.0,199369.0,sandro-ramirez,1995-07-09,175.0,Centre-Forward,Spain U21,right
1845.0,351597.0,shayne-lavery,1998-12-08,180.0,Centre-Forward,N. Ireland,right
1846.0,344009.0,nathan-broadhead,1998-04-05,178.0,Centre-Forward,Wales,right
1847.0,388160.0,fraser-hornby,1999-09-13,195.0,Centre-Forward,Scotland U21,left
1848.0,16911.0,kasper-schmeichel,1986-11-05,189.0,Goalkeeper,Denmark,right
1849.0,2857.0,eldin-jakupovic,1984-10-02,191.0,Goalkeeper,Switzerland,right
1850.0,67283.0,ben-hamer,1987-11-20,193.0,Goalkeeper,,right
1851.0,177907.0,harry-maguire,1993-03-05,194.0,Centre-Back,England,right
1852.0,214056.0,daniel-amartey,1994-12-21,186.0,Centre-Back,Ghana,right
1853.0,59032.0,aleksandar-dragovic,1991-03-06,186.0,Centre-Back,Austria,right
1854.0,10003.0,wes-morgan,1984-01-21,185.0,Centre-Back,Jamaica,right
1855.0,2998.0,robert-huth,1984-08-18,,Centre-Back,Germany,
1856.0,395797.0,sam-hughes,1997-04-15,,Centre-Back,,right
1857.0,50477.0,yohan-benalouane,1987-03-28,185.0,Centre-Back,Tunisia,right
1858.0,425026.0,josh-knight,1997-09-07,185.0,Centre-Back,,right
1859.0,316125.0,ben-chilwell,1996-12-21,180.0,Left-Back,England,left
1860.0,6636.0,christian-fuchs,1986-04-07,187.0,Left-Back,Austria,left
1861.0,37442.0,danny-simpson,1987-01-04,176.0,Right-Back,,right
1862.0,111051.0,nampalys-mendy,1992-06-23,167.0,Defensive Midfield,Senegal,right
1863.0,274839.0,wilfred-ndidi,1996-12-16,183.0,Defensive Midfield,Nigeria,right
1864.0,65467.0,vicente-iborra,1988-01-16,190.0,Defensive Midfield,,right
1865.0,56810.0,adrien-silva,1989-03-15,175.0,Central Midfield,Portugal,right
1866.0,341501.0,hamza-choudhury,1997-10-01,178.0,Defensive Midfield,England U21,right
1867.0,56872.0,andy-king,1988-10-29,184.0,Central Midfield,Wales,right
1868.0,73522.0,matty-james,1991-07-22,181.0,Central Midfield,England U20,right
1869.0,61560.0,marc-albrighton,1989-11-18,175.0,Right Midfield,England U21,right
1870.0,298240.0,george-thomas,1997-03-24,173.0,Attacking Midfield,Wales,right
1871.0,314284.0,layton-ndukwu,1998-09-07,177.0,Attacking Midfield,England U17,left
1872.0,292417.0,demarai-gray,1996-06-28,183.0,Left Winger,England,right
1873.0,398065.0,harvey-barnes,1997-12-09,182.0,Left Winger,England,right
1874.0,171424.0,riyad-mahrez,1991-02-21,179.0,Right Winger,Algeria,left
1875.0,168337.0,ahmed-musa,1992-10-14,171.0,Right Winger,Nigeria,right
1876.0,364861.0,fousseni-diabate,1995-10-18,175.0,Right Winger,Mali,left
1877.0,197838.0,jamie-vardy,1987-01-11,179.0,Centre-Forward,England,right
1878.0,174915.0,islam-slimani,1988-06-18,188.0,Centre-Forward,Algeria,right
1879.0,54890.0,leonardo-ulloa,1986-07-26,188.0,Centre-Forward,,right
1880.0,79642.0,shinji-okazaki,1986-04-16,175.0,Centre-Forward,Japan,right
1881.0,295330.0,kelechi-iheanacho,1996-10-03,185.0,Centre-Forward,Nigeria,left
1882.0,52570.0,fraser-forster,1988-03-17,201.0,Goalkeeper,England,right
1883.0,95976.0,alex-mccarthy,1989-12-03,193.0,Goalkeeper,England,right
1884.0,3190.0,stuart-taylor,1980-11-28,198.0,Goalkeeper,England U21,right
1885.0,163744.0,jack-stephens,1994-01-27,185.0,Centre-Back,England U21,right
1886.0,139208.0,virgil-van-dijk,1991-07-08,193.0,Centre-Back,Netherlands,right
1887.0,253765.0,wesley-hoedt,1994-03-06,193.0,Centre-Back,Netherlands,left
1888.0,81789.0,maya-yoshida,1988-08-24,189.0,Centre-Back,Japan,right
1889.0,243028.0,jan-bednarek,1996-04-12,189.0,Centre-Back,Poland,right
1890.0,40611.0,ryan-bertrand,1989-08-05,179.0,Left-Back,England,left
1891.0,250478.0,matt-targett,1995-09-18,183.0,Left-Back,England U21,left
1892.0,112988.0,cedric-soares,1991-08-31,171.0,Right-Back,Portugal,right
1893.0,226968.0,sam-mcqueen,1995-02-06,181.0,Left-Back,England U21,left
1894.0,60583.0,jeremy-pied,1989-02-23,173.0,Right-Back,France U21,right
1895.0,66100.0,oriol-romeu,1991-09-24,183.0,Defensive Midfield,Spain U23,right
1896.0,170934.0,mario-lemina,1993-09-01,184.0,Defensive Midfield,Gabon,right
1897.0,181579.0,james-ward-prowse,1994-11-01,177.0,Central Midfield,England,right
1898.0,167799.0,pierre-emile-hojbjerg,1995-08-05,185.0,Central Midfield,Denmark,right
1899.0,28973.0,steven-davis,1985-01-01,172.0,Central Midfield,N. Ireland,right
1900.0,226973.0,harrison-reed,1995-01-27,181.0,Central Midfield,England U20,right
1901.0,129078.0,nathan-redmond,1994-03-06,173.0,Right Winger,England,right
1902.0,36139.0,dusan-tadic,1988-11-20,181.0,Left Winger,Serbia,left
1903.0,232271.0,sofiane-boufal,1993-09-17,175.0,Left Winger,Morocco,right
1904.0,286919.0,josh-sims,1997-03-28,174.0,Right Winger,England U20,right
1905.0,184672.0,guido-carrillo,1991-05-25,191.0,Centre-Forward,,right
1906.0,112343.0,manolo-gabbiadini,1991-11-26,186.0,Centre-Forward,Italy,left
1907.0,129627.0,charlie-austin,1989-07-05,188.0,Centre-Forward,England,right
1908.0,227183.0,sam-gallagher,1995-09-15,193.0,Centre-Forward,England U20,right
1909.0,37304.0,shane-long,1987-01-22,180.0,Centre-Forward,Ireland,both
1910.0,444208.0,michael-obafemi,2000-07-06,170.0,Centre-Forward,Ireland,right
1911.0,40204.0,joe-hart,1987-04-19,196.0,Goalkeeper,England,right
1912.0,71271.0,adrian,1987-01-03,190.0,Goalkeeper,Spain,right
1913.0,431422.0,nathan-trott,1998-11-21,188.0,Goalkeeper,England U20,left
1914.0,48002.0,angelo-ogbonna,1988-05-23,191.0,Centre-Back,Italy,left
1915.0,37526.0,winston-reid,1988-07-03,191.0,Centre-Back,New Zealand,right
1916.0,314295.0,reece-oxford,1998-12-16,190.0,Centre-Back,England U20,right
1917.0,33829.0,jose-fonte,1983-12-22,187.0,Centre-Back,Portugal,right
1918.0,264220.0,reece-burke,1996-09-02,189.0,Centre-Back,England U20,right
1919.0,92571.0,aaron-cresswell,1989-12-15,170.0,Left-Back,England,left
1920.0,12691.0,james-collins,1983-08-23,188.0,Centre-Back,Wales,right
1921.0,339789.0,josh-pask,1997-11-01,187.0,Centre-Back,,right
1922.0,181380.0,arthur-masuaku,1993-11-07,179.0,Left-Back,DR Congo,left
1923.0,332338.0,vashon-neufville,1999-07-18,172.0,Left-Back,England U17, 
1924.0,5285.0,patrice-evra,1981-05-15,174.0,Left-Back,France,left
1925.0,236953.0,sam-byram,1993-09-16,183.0,Right-Back,England U20,right
1926.0,20007.0,pablo-zabaleta,1985-01-16,176.0,Right-Back,Argentina,right
1927.0,468002.0,ben-johnson,2000-01-24,184.0,Right-Back,England U21,right
1928.0,66934.0,cheikhou-kouyate,1989-12-21,189.0,Defensive Midfield,Senegal,right
1929.0,149729.0,joao-mario,1993-01-19,179.0,Central Midfield,Portugal,right
1930.0,31835.0,mark-noble,1987-05-08,180.0,Central Midfield,England U21,right
1931.0,357662.0,declan-rice,1999-01-14,188.0,Defensive Midfield,England,right
1932.0,101213.0,pedro-obiang,1992-03-27,186.0,Central Midfield,Equat. Guinea,right
1933.0,247555.0,edimilson-fernandes,1996-04-15,190.0,Central Midfield,Switzerland,right
1934.0,242606.0,josh-cullen,1996-04-07,175.0,Central Midfield,Ireland,right
1935.0,242644.0,moses-makasi,1995-09-22,180.0,Central Midfield,,left
1936.0,391470.0,marcus-browne,1997-12-18,178.0,Attacking Midfield,,right
1937.0,135853.0,manuel-lanzini,1993-02-15,167.0,Attacking Midfield,Argentina,right
1938.0,391719.0,domingos-quina,1999-11-18,173.0,Central Midfield,Portugal U21,right
1939.0,45403.0,andre-ayew,1989-12-17,175.0,Left Winger,Ghana,left
1940.0,349300.0,sead-haksabanovic,1999-05-04,174.0,Left Winger,Montenegro,right
1941.0,337321.0,nathan-holland,1998-06-19,176.0,Left Winger,England U19,right
1942.0,22614.0,robert-snodgrass,1987-09-07,182.0,Right Winger,Scotland,left
1943.0,234807.0,martin-samuelsen,1997-04-17,189.0,Left Winger,Norway,right
1944.0,342048.0,grady-diangana,1998-04-19,180.0,Right Winger,England U21,left
1945.0,50935.0,chicharito,1988-06-01,175.0,Centre-Forward,Mexico,right
1946.0,41384.0,marko-arnautovic,1989-04-19,192.0,Centre-Forward,Austria,both
1947.0,104124.0,michail-antonio,1990-03-28,180.0,Centre-Forward,Jamaica,right
1948.0,48066.0,andy-carroll,1989-01-06,193.0,Centre-Forward,England,left
1949.0,291544.0,jordan-hugill,1992-06-04,183.0,Centre-Forward,,right
1950.0,120610.0,diafra-sakho,1989-12-24,184.0,Centre-Forward,Senegal,right
1951.0,302371.0,toni-martinez,1997-06-30,187.0,Centre-Forward,Spain U19,right
1952.0,53231.0,diego-cavalieri,1982-12-01,189.0,Goalkeeper,Brazil,left
1953.0,45494.0,wayne-hennessey,1987-01-24,198.0,Goalkeeper,Wales,right
1954.0,12814.0,julian-speroni,1979-05-18,186.0,Goalkeeper,Argentina U20,right
1955.0,47713.0,mamadou-sakho,1990-02-13,187.0,Centre-Back,France,left
1956.0,345899.0,dion-henry,1997-09-12,192.0,Goalkeeper,, 
1957.0,61592.0,james-tomkins,1989-03-29,192.0,Centre-Back,England U21,right
1958.0,62688.0,scott-dann,1987-02-14,194.0,Centre-Back,England U21,right
1959.0,327755.0,jaroslaw-jach,1994-02-17,192.0,Centre-Back,Poland,left
1960.0,36861.0,damien-delaney,1981-07-20,190.0,Centre-Back,Ireland,left
1961.0,183284.0,ryan-inniss,1995-06-05,197.0,Centre-Back,England U17,right
1962.0,52119.0,patrick-van-aanholt,1990-08-29,176.0,Left-Back,Netherlands,left
1963.0,125868.0,pape-souare,1990-06-06,178.0,Left-Back,Senegal,left
1964.0,315131.0,timothy-fosu-mensah,1998-01-02,185.0,Right-Back,Netherlands,right
1965.0,92572.0,joel-ward,1989-10-29,186.0,Right-Back,,right
1966.0,78959.0,martin-kelly,1990-04-27,191.0,Right-Back,England,right
1967.0,477758.0,aaron-wan-bissaka,1997-11-26,183.0,Right-Back,England U21,right
1968.0,74300.0,luka-milivojevic,1991-04-07,186.0,Defensive Midfield,Serbia,right
1969.0,378629.0,michael-phillips,1997-09-22,174.0,Defensive Midfield,,right
1970.0,202886.0,ruben-loftus-cheek,1996-01-23,191.0,Central Midfield,England,right
1971.0,241481.0,jairo-riedewald,1996-09-09,182.0,Defensive Midfield,Netherlands,left
1972.0,41416.0,james-mcarthur,1987-10-07,178.0,Central Midfield,Scotland,both
1973.0,29434.0,yohan-cabaye,1986-01-14,173.0,Central Midfield,France,right
1974.0,47995.0,jason-puncheon,1986-06-18,173.0,Central Midfield,,left
1975.0,230746.0,erdal-rakip,1996-02-13,179.0,Central Midfield,North Macedonia,right
1976.0,57207.0,jordon-mutch,1991-12-02,184.0,Central Midfield,England U21,right
1977.0,406633.0,nya-kirby,2000-01-31,174.0,Central Midfield,England U19,right
1978.0,157506.0,jeffrey-schlupp,1992-12-23,178.0,Left Midfield,Ghana,left
1979.0,170322.0,jonathan-williams,1993-10-09,168.0,Attacking Midfield,Wales,left
1980.0,145988.0,wilfried-zaha,1992-11-10,180.0,Left Winger,Ivory Coast,right
1981.0,46791.0,bakary-sako,1988-04-26,183.0,Left Winger,Mali,left
1982.0,244130.0,sullay-kaikai,1995-08-26,182.0,Left Winger,Sierra Leone,right
1983.0,353674.0,keshi-anderson,1995-04-06,175.0,Left Winger,,right
1984.0,61842.0,andros-townsend,1991-07-16,181.0,Right Winger,England,left
1985.0,325200.0,jason-lokilo,1998-09-17,175.0,Right Winger,DR Congo U17,left
1986.0,81801.0,chung-yong-lee,1988-07-02,180.0,Right Winger,South Korea,right
1987.0,537182.0,levi-lumeka,1998-09-05,170.0,Left Winger,,right
1988.0,50201.0,christian-benteke,1990-12-03,190.0,Centre-Forward,Belgium,right
1989.0,238407.0,alexander-sorloth,1995-12-05,195.0,Centre-Forward,Norway,left
1990.0,95435.0,connor-wickham,1993-03-31,189.0,Centre-Forward,England U21,right
1991.0,577779.0,james-daly,2000-01-12,178.0,Centre-Forward,England C,left
1992.0,99397.0,karl-darlow,1990-10-08,190.0,Goalkeeper,,right
1993.0,233998.0,freddie-ladapo,1993-02-01,183.0,Centre-Forward,,right
1994.0,74960.0,martin-dubravka,1989-01-15,191.0,Goalkeeper,Slovakia,right
1995.0,39037.0,rob-elliot,1986-04-30,190.0,Goalkeeper,Ireland,left
1996.0,127108.0,florian-lejeune,1991-05-20,190.0,Centre-Back,France U20,right
1997.0,183318.0,jamaal-lascelles,1993-11-11,188.0,Centre-Back,England U21,right
1998.0,226049.0,freddie-woodman,1997-03-04,188.0,Goalkeeper,England U21,right
1999.0,203348.0,chancel-mbemba,1994-08-08,182.0,Centre-Back,DR Congo,right
2000.0,98240.0,ciaran-clark,1989-09-26,185.0,Centre-Back,Ireland,left
2001.0,165334.0,stuart-findlay,1995-09-14,191.0,Centre-Back,Scotland,left
2002.0,121385.0,grant-hanley,1991-11-20,188.0,Centre-Back,Scotland,right
2003.0,179471.0,curtis-good,1993-03-23,187.0,Centre-Back,Australia,left
2004.0,170929.0,massadio-haidara,1992-12-02,179.0,Left-Back,Mali,left
2005.0,170321.0,paul-dummett,1991-09-26,183.0,Left-Back,Wales,left
2006.0,139173.0,achraf-lazaar,1992-01-22,184.0,Left-Back,Morocco,left
2007.0,255916.0,deandre-yedlin,1993-07-09,173.0,Right-Back,USA,right
2008.0,162029.0,javier-manquillo,1994-05-05,178.0,Right-Back,Spain U21,right
2009.0,29055.0,jesus-gamez,1985-04-10,177.0,Right-Back,,right
2010.0,250431.0,jamie-sterry,1995-11-21,180.0,Right-Back,,right
2011.0,206225.0,isaac-hayden,1995-03-22,187.0,Defensive Midfield,England U21,right
